48040,7204.0
28710,579.0
73895,3526.0
69251,3453.0
21405,1893.0
10976,19991.0
55952,1798.0
67803,13211.0
38225,4142.0
8089,1103.0
72677,4170.0
75279,1949.0
65052,6787.0
2142,4058.0
12731,8353.0
6610,11271.0
76739,3255.0
18975,254.0
58582,9982.0
59312,2326.0
83803,1840.0
86438,11134.0
49152,5178.0
86553,15305.0
13749,779.0
3175,6422.0
68746,16291.0
41713,10459.0
23746,9016.0
39333,8575.0
66852,7304.0
42176,2238.0
19772,5888.0
6209,9896.0
72443,746.0
44275,14293.0
87550,2374.0
40167,2847.0
28362,6759.0
59251,1336.0
43604,6241.0
29252,2848.0
9673,18034.0
85035,2405.0
67913,2037.0
78037,4464.0
46934,2636.0
55277,13173.0
77257,4122.0
11078,3876.0
43131,4483.0
52381,6805.0
52365,6772.0
1019,607.0
60521,1851.0
65290,1883.0
48325,8210.0
88495,4508.0
60550,3770.0
31230,498.0
29879,1056.0
16388,1257.0
80698,2194.0
65766,908.0
14295,11816.0
9511,3932.0
35116,7300.0
35683,1780.0
11048,2304.0
78763,1372.0
21204,19675.0
19347,7818.0
20803,1957.0
53591,9385.0
22804,842.0
28477,18190.0
8201,809.0
84277,1308.0
38826,10264.0
45884,18586.0
29340,2140.0
11991,1253.0
40619,3191.0
30313,765.0
7756,6826.0
32968,4065.0
55415,11852.0
36227,6247.0
39288,4722.0
82107,6384.0
35853,2670.0
80144,2465.0
15606,3039.0
46163,674.0
41886,19952.0
39430,5084.0
65855,25388.0
75362,8711.0
72099,2327.0
6170,27.0
61980,2694.0
24734,9322.0
74954,766.0
18864,3074.0
40016,9401.0
75389,8763.0
73356,6828.0
27782,871.0
85316,1306.0
16465,385.0
58375,6588.0
62938,1967.0
89260,15983.0
17397,7005.0
59634,3600.0
78988,7260.0
43148,8942.0
14613,2183.0
85328,973.0
77273,622.0
85182,2494.0
30005,3132.0
60487,1935.0
56792,4507.0
79073,4763.0
20888,698.0
36250,9384.0
25379,1703.0
65917,1522.0
45584,6171.0
80914,3123.0
48777,4238.0
25529,434.0
74212,1365.0
80331,11835.0
23452,4814.0
24342,5827.0
88067,4106.0
78051,1881.0
78388,5449.0
41461,17050.0
19463,3432.0
9997,3030.0
15029,1742.0
42049,2286.0
74588,5144.0
30623,99.0
83130,4827.0
62923,2890.0
45130,4861.0
10540,22750.0
89333,6860.0
76593,6281.0
74512,19244.0
66762,3040.0
71030,10523.0
340,9970.0
1858,195.0
38311,535.0
89256,622.0
10118,5396.0
23455,11196.0
5480,1223.0
51401,11137.0
8300,4833.0
30383,3534.0
20123,5025.0
79158,2810.0
3576,3741.0
24188,8829.0
27541,12292.0
1617,1288.0
82658,33014.0
82751,1443.0
