51423,11,1704.0,1.3635282833370663,0.2,0.8
41860,11,872.0,0.21489477056432538,0.2,0.8
23568,11,28.0,2.609960547530635,0.2,0.8
33208,22,0.0,-3.964655216719413,0.2,0.8
56297,11,446.0,-0.09470819932898761,0.2,0.8
43925,11,2066.0,-1.2919780580339422,0.2,0.8
40885,11,553.0,-0.15142177387557798,0.2,0.8
56775,11,29.0,-3.957125080484566,0.2,0.8
47873,11,1829.0,2.908957133003909,0.2,0.8
22354,22,0.0,-0.9913228766604277,0.2,0.8
64053,11,459.0,4.0589462542840655,0.2,0.8
51425,11,1832.0,-3.342155828479189,0.2,0.8
61060,11,873.0,-1.6217221828488804,0.2,0.8
57755,11,1278.0,-0.35252349610792977,0.2,0.8
44618,11,99.0,-0.5444818054093921,0.2,0.8
28027,11,541.0,0.1843454310856576,0.2,0.8
22336,22,0.0,2.3313983280852892,0.2,0.8
43679,11,1434.0,3.8885563939064713,0.2,0.8
42179,11,1335.0,2.4104424106146856,0.2,0.8
58645,11,509.0,3.045026697850297,0.2,0.8
46667,11,2064.0,0.07945067330630887,0.2,0.8
61388,11,360.0,3.158331649682426,0.2,0.8
36143,11,1674.0,1.950246671366099,0.2,0.8
59893,11,67.0,0.17358327455933467,0.2,0.8
45132,11,1656.0,-2.1984512930432465,0.2,0.8
26256,11,404.0,2.660713682877694,0.2,0.8
46917,11,1798.0,1.4407269874183415,0.2,0.8
63402,11,251.0,3.5344866276064666,0.2,0.8
52932,11,1946.0,-0.5633001757043675,0.2,0.8
57788,11,724.0,-3.098609689339049,0.2,0.8
31089,11,313.0,-2.0916052472940936,0.2,0.8
35286,11,845.0,-3.8626819302017816,0.2,0.8
60787,11,428.0,0.28467289194103834,0.2,0.8
42443,11,325.0,2.941728036964697,0.2,0.8
46694,11,664.0,-3.722735261766878,0.2,0.8
30401,11,41.0,3.9635416310733427,0.2,0.8
63469,11,495.0,3.2503505744202443,0.2,0.8
38905,11,298.0,1.591858657438942,0.2,0.8
26253,11,442.0,3.4998026637975617,0.2,0.8
44817,11,1389.0,-3.7609399439005418,0.2,0.8
36725,11,1477.0,3.74976337393204,0.2,0.8
39802,11,420.0,-0.8009464546069645,0.2,0.8
56310,11,25.0,-0.5169546051825054,0.2,0.8
41798,11,973.0,2.706233322741919,0.2,0.8
28630,11,685.0,-2.1691883512139536,0.2,0.8
45163,11,2165.0,-3.658360428652964,0.2,0.8
42697,11,938.0,-2.773817910138762,0.2,0.8
48732,11,1540.0,3.99728529134184,0.2,0.8
34637,11,1010.0,0.693289483903147,0.2,0.8
59842,11,1061.0,-0.02731285261594878,0.2,0.8
66134,11,330.0,-2.4026486853329576,0.2,0.8
23821,22,0.0,-2.5375385256564353,0.2,0.8
54103,11,1155.0,3.1953644180901972,0.2,0.8
31027,11,868.0,-3.866076088093148,0.2,0.8
59521,11,1011.0,-2.4637702164490265,0.2,0.8
52931,11,711.0,-3.83019791863578,0.2,0.8
38526,11,1637.0,-0.8080603953578649,0.2,0.8
46998,11,769.0,0.2729726458343635,0.2,0.8
43951,11,39.0,-0.6432129150041809,0.2,0.8
45121,11,1914.0,-2.5940734105328644,0.2,0.8
44815,11,1649.0,2.192952876109022,0.2,0.8
50189,11,502.0,2.517127369992421,0.2,0.8
32893,11,581.0,-0.4181987553853593,0.2,0.8
59236,11,885.0,2.707321319564462,0.2,0.8
61088,11,391.0,1.222242061621017,0.2,0.8
63397,11,205.0,0.6560766483726874,0.2,0.8
62254,11,7.0,-0.7752207825887826,0.2,0.8
45750,11,2658.0,2.830424800276812,0.2,0.8
56309,11,58.0,-1.8684176743212022,0.2,0.8
41502,11,1121.0,-3.5407463226327973,0.2,0.8
45692,11,641.0,3.7216569287479473,0.2,0.8
62252,11,6.0,2.8869755710764826,0.2,0.8
46654,11,99.0,-2.7690422069304272,0.2,0.8
49326,11,2086.0,0.5041984332182191,0.2,0.8
55386,11,947.0,-2.89239059685336,0.2,0.8
47511,11,1472.0,0.8765641899369521,0.2,0.8
45793,11,1010.0,2.612660798014268,0.2,0.8
67631,11,123.0,-0.09953347228090531,0.2,0.8
44897,11,861.0,3.458332057980262,0.2,0.8
40395,11,613.0,1.2665166165474784,0.2,0.8
54725,11,1677.0,-3.7547908260900367,0.2,0.8
52899,11,1018.0,1.4242111505370294,0.2,0.8
42429,11,2065.0,-0.21965848724286588,0.2,0.8
53774,11,72.0,-0.7124258940203175,0.2,0.8
29876,11,280.0,-2.5444178477848904,0.2,0.8
56179,11,175.0,3.770263632469769,0.2,0.8
61938,11,792.0,4.0121610081529235,0.2,0.8
32816,11,231.0,-2.982233661606449,0.2,0.8
54995,11,861.0,0.35603212009310503,0.2,0.8
37629,11,514.0,-1.1185706395190775,0.2,0.8
67376,11,9.0,-3.887397747688072,0.2,0.8
56808,11,1088.0,-0.9219649945112812,0.2,0.8
51465,11,1812.0,3.1858267741797675,0.2,0.8
55402,11,326.0,1.9047174660052155,0.2,0.8
51080,11,382.0,1.602060195616478,0.2,0.8
61885,11,17.0,3.8073291880253772,0.2,0.8
60695,11,398.0,1.4137819021504372,0.2,0.8
23849,11,162.0,-1.820810892504018,0.2,0.8
61992,11,127.0,2.376646739023267,0.2,0.8
44833,11,1843.0,-1.161068665014495,0.2,0.8
53264,11,1608.0,-1.3125190682913415,0.2,0.8
39192,11,602.0,3.283366328702345,0.2,0.8
39413,11,1361.0,1.1241841665483683,0.2,0.8
59857,11,132.0,3.764694254689927,0.2,0.8
61915,11,552.0,0.5117992203305598,0.2,0.8
60170,11,821.0,2.305809144495051,0.2,0.8
33984,11,211.0,0.5912694056704603,0.2,0.8
47845,11,1958.0,0.33723718498123334,0.2,0.8
53261,11,1742.0,0.28998387989094837,0.2,0.8
35186,11,400.0,-1.594621394085527,0.2,0.8
52340,11,2023.0,2.3613524663286167,0.2,0.8
50290,11,1102.0,3.0694682966845477,0.2,0.8
43584,11,407.0,-0.8783328129833102,0.2,0.8
50847,11,1569.0,-2.863616794022436,0.2,0.8
42986,11,480.0,-1.5037925322040788,0.2,0.8
53827,11,1796.0,0.6537078174864831,0.2,0.8
59874,11,607.0,2.339732717347328,0.2,0.8
34317,11,1034.0,2.1802462610952875,0.2,0.8
26828,22,0.0,-1.3919305554744457,0.2,0.8
58628,11,1211.0,0.20366723411157645,0.2,0.8
60468,11,795.0,-1.3059466947525888,0.2,0.8
29549,11,869.0,-0.09919987513216465,0.2,0.8
64081,22,0.0,-1.9519722229457885,0.2,0.8
49079,11,1493.0,2.466939418062205,0.2,0.8
55694,11,371.0,-2.432827032850453,0.2,0.8
65536,11,395.0,-0.5429406357000062,0.2,0.8
49996,11,961.0,-0.5535166918983394,0.2,0.8
52701,11,270.0,2.2090089960334622,0.2,0.8
39480,11,1175.0,3.3452317033367103,0.2,0.8
45127,11,2167.0,-1.3885647071940506,0.2,0.8
59560,11,1059.0,-2.6336127244161722,0.2,0.8
61391,11,136.0,-2.3600952170618292,0.2,0.8
25927,11,271.0,-3.4755301942450942,0.2,0.8
61613,11,540.0,3.6935336884760335,0.2,0.8
31965,11,664.0,-0.5953017667647348,0.2,0.8
45763,11,2128.0,-2.2011223325651454,0.2,0.8
45128,11,2208.0,1.8743079792018813,0.2,0.8
47849,11,2556.0,2.995468513243367,0.2,0.8
33692,11,322.0,3.7711073586228063,0.2,0.8
55285,11,448.0,2.1379515271945406,0.2,0.8
39708,11,1303.0,-3.0732760975121516,0.2,0.8
63442,11,629.0,3.280412387538293,0.2,0.8
60126,11,946.0,-0.6824040079665008,0.2,0.8
61971,11,624.0,0.6988435272219369,0.2,0.8
65818,11,129.0,3.8654065798511135,0.2,0.8
53792,11,746.0,3.966408239643087,0.2,0.8
62498,11,248.0,1.2273548934651737,0.2,0.8
59004,22,0.0,-1.346207268143071,0.2,0.8
31332,11,1032.0,2.4012638304076677,0.2,0.8
40318,11,1618.0,1.7116712333524278,0.2,0.8
53549,11,900.0,-3.9424448694963914,0.2,0.8
43371,11,1621.0,-0.3855356144646285,0.2,0.8
37371,11,97.0,-2.0721683127204655,0.2,0.8
24768,11,49.0,2.9355333223728985,0.2,0.8
60727,11,949.0,-2.8526180426471903,0.2,0.8
54184,11,1019.0,2.8426726702214244,0.2,0.8
47477,11,219.0,2.0992487433712097,0.2,0.8
40913,11,1538.0,-0.8672146135549044,0.2,0.8
45168,11,1841.0,0.5199773402498234,0.2,0.8
35537,11,293.0,3.3045411261848465,0.2,0.8
38870,11,1511.0,-3.5086824957879976,0.2,0.8
55900,11,925.0,-1.6739077378523082,0.2,0.8
35260,11,1247.0,3.980415461942215,0.2,0.8
64301,11,146.0,2.432417049895705,0.2,0.8
49968,11,343.0,3.501318386191448,0.2,0.8
40959,11,1496.0,-2.9894577516169294,0.2,0.8
29596,11,166.0,0.20117374130306473,0.2,0.8
64049,11,565.0,-1.3958718701541502,0.2,0.8
39431,11,1823.0,3.1293814685266366,0.2,0.8
46036,11,203.0,-3.540225891111964,0.2,0.8
46101,11,197.0,1.4554377881476444,0.2,0.8
57126,11,1225.0,2.3004198346462736,0.2,0.8
48972,11,73.0,-3.821396731036799,0.2,0.8
65846,11,344.0,3.7943998914213504,0.2,0.8
55919,11,913.0,3.3532839634652336,0.2,0.8
28020,11,135.0,0.15095127390147212,0.2,0.8
